filename	bytes	sha256
00_NOETHER_UKRAINIAN_COMPLETE_LINKED_READER.pdf	3292434	846634F9E9F8940D918A1411330D1B801CD7EC27DBC8C1D3603DBBF9CCBFA02B
01_NOETHER_UKRAINIAN_EDITABLE_SOURCES.zip	650852	3F6E54B1BBCCCF497FDCB8868E6ADEF0F677A05648FCD46631F7F10466F488EB
02_NOETHER_UKRAINIAN_EVIDENCE_AND_PROVENANCE.zip	116473	C89590924BB844325092AD2ED3587981BB1F95BC8C57D3CFB8C1ADA80349107F
03_NOETHER_UKRAINIAN_SHA256_MANIFEST.txt	362	7F6E6D694F392EA7ED22C80519BA49002FEDC909FA512BE478F06262CA541FF6
